1	174059.099	-9.35	-4.95	-153.21	-20.03	15.37	-7.67	-0.26	0.10	-0.79	-103.29	24.99	176.38	
2	174059.108	-9.17	-5.01	-153.38	16.62	-2.74	-16.94	-0.09	0.11	-1.19	-103.29	24.16	175.33	
3	174059.118	-8.99	-5.07	-153.55	16.62	-2.74	-16.94	-0.09	0.11	-1.19	-103.29	24.16	175.33	
4	174059.128	-9.07	-5.00	-153.56	-7.96	6.71	0.44	-0.12	0.18	-0.93	-103.29	24.16	175.33	
5	174059.138	-9.16	-4.94	-153.57	-7.96	6.71	0.44	-0.12	0.18	-0.93	-103.29	24.16	175.33	
6	174059.148	-9.21	-4.91	-153.56	-6.25	3.48	2.27	-0.09	0.16	-1.03	-103.29	24.16	175.33	
7	174059.158	-9.27	-4.88	-153.55	-6.25	3.48	2.27	-0.09	0.16	-1.03	-103.29	24.16	175.33	
8	174059.168	-9.18	-4.91	-153.56	5.09	-1.09	-0.23	-0.11	0.10	-0.96	-104.09	24.16	175.33	
9	174059.178	-9.08	-4.95	-153.57	5.09	-1.09	-0.23	-0.11	0.10	-0.96	-104.09	24.16	175.33	
10	174059.188	-8.86	-4.99	-153.68	22.04	-2.31	-10.66	-0.10	0.14	-0.96	-104.09	24.16	175.33	
11	174059.198	-8.63	-5.03	-153.78	22.04	-2.31	-10.66	-0.10	0.14	-0.96	-104.09	24.16	175.33	
12	174059.208	-8.15	-5.19	-154.04	45.64	-11.88	-26.82	-0.19	0.37	-1.16	-104.09	24.16	175.33	
13	174059.218	-7.68	-5.35	-154.29	45.64	-11.88	-26.82	-0.19	0.37	-1.16	-104.09	24.16	175.33	
14	174059.228	-7.55	-5.40	-154.33	12.41	-4.20	-3.16	-0.10	0.13	-0.96	-104.09	24.16	175.33	
15	174059.238	-7.43	-5.45	-154.36	12.41	-4.20	-3.16	-0.10	0.13	-0.96	-103.29	25.81	175.33	
16	174059.248	-7.52	-5.42	-154.34	-6.68	3.54	2.88	-0.10	0.15	-0.99	-103.29	25.81	175.33	
17	174059.258	-7.61	-5.38	-154.32	-6.68	3.54	2.88	-0.10	0.15	-0.99	-103.29	25.81	175.33	
18	174059.268	-7.70	-5.35	-154.29	-9.12	3.54	3.55	-0.07	0.14	-0.96	-103.29	25.81	175.33	
19	174059.278	-7.80	-5.31	-154.27	-9.12	3.54	3.55	-0.07	0.14	-0.96	-103.29	25.81	175.33	
20	174059.289	-7.84	-5.29	-154.25	-3.32	1.47	2.57	-0.10	0.13	-1.04	-103.29	25.81	175.33	
21	174059.299	-7.87	-5.28	-154.23	-3.32	1.47	2.57	-0.10	0.13	-1.04	-103.29	24.99	175.33	
22	174059.309	-7.88	-5.31	-154.19	0.52	-1.27	3.97	-0.12	0.15	-1.02	-103.29	24.99	175.33	
23	174059.319	-7.88	-5.34	-154.16	0.52	-1.27	3.97	-0.12	0.15	-1.02	-103.29	24.99	175.33	
24	174059.329	-7.95	-5.36	-154.10	-5.94	-1.94	5.68	-0.10	0.15	-1.01	-103.29	24.99	175.33	
25	174059.339	-8.03	-5.38	-154.05	-5.94	-1.94	5.68	-0.10	0.15	-1.01	-103.29	24.99	175.33	
26	174059.349	-8.18	-5.36	-154.01	-14.30	0.74	4.58	-0.09	0.18	-1.03	-103.29	24.99	175.33	
27	174059.359	-8.33	-5.35	-153.97	-14.30	0.74	4.58	-0.09	0.18	-1.03	-103.29	24.99	175.33	
28	174059.369	-8.49	-5.30	-153.93	-15.46	4.28	5.74	-0.11	0.22	-1.04	-102.48	24.16	175.33	
29	174059.379	-8.66	-5.26	-153.88	-15.46	4.28	5.74	-0.11	0.22	-1.04	-102.48	24.16	175.33	
30	174059.389	-8.80	-5.20	-153.77	-12.53	4.15	12.57	-0.10	0.19	-1.05	-102.48	24.16	175.33	
31	174059.399	-8.94	-5.14	-153.65	-12.53	4.15	12.57	-0.10	0.19	-1.05	-102.48	24.16	175.33	
32	174059.409	-9.02	-5.04	-153.49	-6.01	7.57	17.75	-0.12	0.25	-1.02	-102.48	24.16	175.33	
33	174059.419	-9.11	-4.95	-153.33	-6.01	7.57	17.75	-0.12	0.25	-1.02	-102.48	24.16	175.33	
34	174059.429	-9.14	-4.83	-153.12	0.03	8.06	23.00	-0.07	0.26	-0.97	-103.29	26.63	175.33	
35	174059.439	-9.16	-4.72	-152.91	0.03	8.06	23.00	-0.07	0.26	-0.97	-103.29	26.63	175.33	
36	174059.449	-9.15	-4.63	-152.63	4.42	4.34	29.52	-0.05	0.31	-0.98	-103.29	26.63	175.33	
37	174059.459	-9.13	-4.54	-152.35	4.42	4.34	29.52	-0.05	0.31	-0.98	-103.29	26.63	175.33	
38	174059.469	-9.06	-4.53	-152.00	9.97	-4.32	35.19	-0.07	0.21	-1.20	-103.29	26.63	175.33	
39	174059.479	-8.99	-4.52	-151.65	9.97	-4.32	35.19	-0.07	0.21	-1.20	-103.29	26.63	175.33	
40	174059.489	-8.81	-4.48	-151.22	21.80	-2.61	43.24	-0.05	0.28	-1.15	-103.29	26.63	175.33	
41	174059.498	-8.63	-4.45	-150.79	21.80	-2.61	43.24	-0.05	0.28	-1.15	-100.86	34.87	173.25	
42	174059.509	-8.38	-4.38	-150.29	29.18	-0.85	51.29	0.02	0.20	-1.14	-100.86	34.87	173.25	
43	174059.519	-8.13	-4.32	-149.78	29.18	-0.85	51.29	0.02	0.20	-1.14	-100.86	34.87	173.25	
44	174059.529	-7.86	-4.17	-149.20	31.31	6.78	60.25	-0.05	0.20	-1.06	-100.86	34.87	173.25	
45	174059.539	-7.59	-4.02	-148.61	31.31	6.78	60.25	-0.05	0.20	-1.06	-100.86	34.87	173.25	
46	174059.549	-7.20	-3.92	-148.03	43.51	3.00	59.52	-0.10	0.17	-1.09	-100.86	34.87	173.25	
47	174059.559	-6.81	-3.82	-147.45	43.51	3.00	59.52	-0.10	0.17	-1.09	-96.01	49.70	171.17	
48	174059.569	-6.48	-3.70	-146.83	36.49	5.50	63.00	-0.26	-0.15	-1.14	-96.01	49.70	171.17	
49	174059.579	-6.16	-3.58	-146.21	36.49	5.50	63.00	-0.26	-0.15	-1.14	-96.01	49.70	171.17	
50	174059.589	-5.76	-3.53	-145.59	44.18	-1.15	62.39	-0.17	0.13	-0.80	-96.01	49.70	171.17	
51	174059.598	-5.35	-3.48	-144.97	44.18	-1.15	62.39	-0.17	0.13	-0.80	-96.01	49.70	171.17	
52	174059.609	-4.86	-3.42	-144.33	53.51	0.62	64.58	-0.10	0.08	-0.86	-96.01	49.70	171.17	
53	174059.619	-4.37	-3.37	-143.70	53.51	0.62	64.58	-0.10	0.08	-0.86	-96.01	49.70	171.17	
54	174059.629	-3.91	-3.41	-143.07	49.91	-8.41	61.84	-0.09	0.07	-1.00	-87.93	67.00	168.05	
55	174059.639	-3.45	-3.45	-142.45	49.91	-8.41	61.84	-0.09	0.07	-1.00	-87.93	67.00	168.05	
56	174059.649	-3.14	-3.59	-141.87	34.54	-16.33	57.39	-0.15	0.07	-0.83	-87.93	67.00	168.05	
57	174059.659	-2.83	-3.73	-141.29	34.54	-16.33	57.39	-0.15	0.07	-0.83	-87.93	67.00	168.05	
58	174059.668	-2.51	-3.91	-140.69	36.01	-20.72	59.46	-0.02	-0.03	-1.02	-87.93	67.00	168.05	
59	174059.679	-2.20	-4.09	-140.09	36.01	-20.72	59.46	-0.02	-0.03	-1.02	-87.93	67.00	168.05	
60	174059.688	-1.89	-4.37	-139.54	34.85	-29.50	54.22	-0.07	-0.02	-1.08	-75.80	79.36	165.97	
61	174059.699	-1.59	-4.65	-138.98	34.85	-29.50	54.22	-0.07	-0.02	-1.08	-75.80	79.36	165.97	
62	174059.709	-1.32	-4.80	-138.52	30.82	-15.72	45.44	-0.11	-0.09	-0.88	-75.80	79.36	165.97	
63	174059.719	-1.05	-4.95	-138.07	30.82	-15.72	45.44	-0.11	-0.09	-0.88	-75.80	79.36	165.97	
64	174059.729	-0.67	-5.16	-137.66	41.62	-21.94	40.01	-0.07	-0.05	-1.04	-75.80	79.36	165.97	
65	174059.739	-0.29	-5.38	-137.26	41.62	-21.94	40.01	-0.07	-0.05	-1.04	-75.80	79.36	165.97	
66	174059.749	0.09	-5.59	-136.96	42.04	-20.60	30.56	-0.14	0.01	-0.94	-75.80	79.36	165.97	
67	174059.759	0.48	-5.80	-136.65	42.04	-20.60	30.56	-0.14	0.01	-0.94	-65.30	90.07	163.89	
68	174059.769	0.79	-6.05	-136.38	33.63	-24.81	27.33	-0.11	-0.05	-0.98	-65.30	90.07	163.89	
69	174059.779	1.09	-6.31	-136.11	33.63	-24.81	27.33	-0.11	-0.05	-0.98	-65.30	90.07	163.89	
70	174059.789	1.31	-6.62	-135.89	24.60	-30.42	22.57	-0.15	-0.09	-0.94	-65.30	90.07	163.89	
71	174059.799	1.53	-6.93	-135.67	24.60	-30.42	22.57	-0.15	-0.09	-0.94	-65.30	90.07	163.89	
72	174059.809	1.83	-7.25	-135.51	31.62	-30.85	16.90	-0.12	-0.07	-0.96	-65.30	90.07	163.89	
73	174059.819	2.12	-7.56	-135.35	31.62	-30.85	16.90	-0.12	-0.07	-0.96	-54.79	96.66	162.84	
74	174059.829	2.53	-7.80	-135.20	42.53	-22.55	14.89	-0.14	-0.05	-0.90	-54.79	96.66	162.84	
75	174059.839	2.93	-8.03	-135.06	42.53	-22.55	14.89	-0.14	-0.05	-0.90	-54.79	96.66	162.84	
76	174059.849	3.42	-8.31	-134.93	51.07	-26.58	14.58	-0.12	-0.14	-0.99	-54.79	96.66	162.84	
77	174059.859	3.91	-8.58	-134.80	51.07	-26.58	14.58	-0.12	-0.14	-0.99	-54.79	96.66	162.84	
78	174059.869	4.45	-8.87	-134.74	54.79	-27.80	7.75	-0.18	-0.11	-0.99	-54.79	96.66	162.84	
79	174059.879	4.99	-9.16	-134.69	54.79	-27.80	7.75	-0.18	-0.11	-0.99	-54.79	96.66	162.84	
80	174059.888	5.58	-9.39	-134.69	59.42	-23.59	2.02	-0.19	-0.13	-0.99	-45.90	105.72	155.56	
81	174059.899	6.17	-9.63	-134.69	59.42	-23.59	2.02	-0.19	-0.13	-0.99	-45.90	105.72	155.56	
